state_abbr,county_name,hospital_name,city,wait_text,wait_minutes,detail_url,detail_name,detail_address,detail_city,detail_state,detail_zip,detail_phone,detail_hospital_type,detail_emergency_services,detail_mortality_overall_text,detail_mortality_overall_percent,detail_mortality_overall_direction,detail_mortality_heart_attack_percent,detail_mortality_stroke_percent,detail_mortality_heart_failure_percent,detail_mortality_pneumonia_percent,detail_c_diff_cases,detail_mrsa_cases,detail_avg_time_in_ed_minutes,detail_overall_patient_rating,detail_positive_patient_ratings,detail_negative_patient_ratings,source_url,scrape_ts
AL,Clarke,Jackson Medical Center,Jackson,2h 4m,124.0,https://www.hospitalstats.org/hospital-ratings/jackson-medical-center-jackson-al.htm,Jackson Medical Center Ratings,220 Hospital Drive,Jackson,AL,36545,(251) 246-9021,Acute Care Hospitals,YES,7% worse,7.0,worse,,,13.2,18.9,0,0,124,POOR,Nurses usually respond quickly when patients need help; Doctors usually communicate well with patients; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Clarke-County-AL.htm,2025-10-18T16:59:19.287870+00:00
AL,Clarke,Thomasville Regional Medical Center,Thomasville,2h 28m,148.0,https://www.hospitalstats.org/hospital-ratings/thomasville-regional-medical-center-thomasville-al.htm,Thomasville Regional Medical Center Ratings,300 Med Park Drive,Thomasville,AL,36784,(205) 873-1442,Acute Care Hospitals,YES,,,,,,,,0,0,148,POOR,Rooms and facilities are usually clean,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Clarke-County-AL.htm,2025-10-18T16:59:19.287870+00:00
AL,Clay,Clay County Hospital,Ashland,1h 28m,88.0,https://www.hospitalstats.org/hospital-ratings/clay-county-hospital-ashland-al.htm,Clay County Hospital Ratings,83825 Highway 9 P O Box 1270,Ashland,AL,36251,(256) 354-2131,Acute Care Hospitals,YES,17% worse,17.0,worse,,,,21.9,0,0,88,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Clay-County-AL.htm,2025-10-18T16:59:21.184399+00:00
AL,Coffee,Medical Center Enterprise,Enterprise,2h 5m,125.0,https://www.hospitalstats.org/hospital-ratings/medical-center-enterprise-enterprise-al.htm,Medical Center Enterprise Ratings,400 N Edwards Street,Enterprise,AL,36330,(334) 347-0584,Acute Care Hospitals,YES,16% worse,16.0,worse,,19.0,11.4,22.1,5,0,125,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Coffee-County-AL.htm,2025-10-18T16:59:23.330061+00:00
AL,Colbert,North Alabama Shoals Hospital,Muscle Shoals,1h 51m,111.0,https://www.hospitalstats.org/hospital-ratings/north-alabama-shoals-hospital-muscle-shoals-al.htm,North Alabama Shoals Hospital Ratings,201 West Avalon Avenue,Muscle Shoals,AL,35661,(256) 386-1601,Acute Care Hospitals,YES,,,,,,,,0,2,111,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,Nurses often fail to communicate; Doctors often fail to communicate with patients,https://www.hospitalstats.org/ER-Wait-Time/Colbert-County-AL.htm,2025-10-18T16:59:26.210078+00:00
AL,Colbert,Helen Keller Hospital,Sheffield,2h 25m,145.0,https://www.hospitalstats.org/hospital-ratings/helen-keller-hospital-sheffield-al.htm,Helen Keller Hospital Ratings,1300 South Montgomery Avenue,Sheffield,AL,35660,(256) 386-4556,Acute Care Hospitals,YES,27% worse,27.0,worse,,17.3,16.9,26.1,9,1,145,VERY GOOD,Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Colbert-County-AL.htm,2025-10-18T16:59:26.210078+00:00
AL,Conecuh,Evergreen Medical Center,Evergreen,2h 8m,128.0,https://www.hospitalstats.org/hospital-ratings/evergreen-medical-center-evergreen-al.htm,Evergreen Medical Center Ratings,101 Crestview Avenue,Evergreen,AL,36401,(251) 578-2480,Acute Care Hospitals,YES,9% worse,9.0,worse,,,14.5,18.4,0,0,128,AVERAGE,Nurses usually take time to communicate well; Rooms and facilities are usually clean; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Conecuh-County-AL.htm,2025-10-18T16:59:28.134244+00:00
AL,Covington,Mizell Memorial Hospital,Opp,2h 10m,130.0,https://www.hospitalstats.org/hospital-ratings/mizell-memorial-hospital-opp-al.htm,Mizell Memorial Hospital Ratings,702 N Main St,Opp,AL,36467,(334) 493-3541,Acute Care Hospitals,YES,27% worse,27.0,worse,,,12.5,28.5,3,0,130,AVERAGE,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Covington-County-AL.htm,2025-10-18T16:59:31.016737+00:00
AL,Covington,Andalusia Health,Andalusia,2h 23m,143.0,https://www.hospitalstats.org/hospital-ratings/andalusia-health-andalusia-al.htm,Andalusia Health Ratings,849 South Three Notch Street,Andalusia,AL,36420,(334) 222-8466,Acute Care Hospitals,YES,12% worse,12.0,worse,,14.9,11.8,23.4,0,0,143,AVERAGE,Nurses usually take time to communicate well; Rooms and facilities are usually clean,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Covington-County-AL.htm,2025-10-18T16:59:31.016737+00:00
AL,Crenshaw,Crenshaw Community Hospital,Luverne,1h 58m,118.0,https://www.hospitalstats.org/hospital-ratings/crenshaw-community-hospital-luverne-al.htm,Crenshaw Community Hospital Ratings,101 Hospital Circle,Luverne,AL,36049,(334) 335-3374,Acute Care Hospitals,YES,,,,,,,,0,0,118,POOR,,,https://www.hospitalstats.org/ER-Wait-Time/Crenshaw-County-AL.htm,2025-10-18T16:59:32.986880+00:00
AL,Cullman,Cullman Regional Medical Center,Cullman,2h 30m,150.0,https://www.hospitalstats.org/hospital-ratings/cullman-regional-medical-center-cullman-al.htm,Cullman Regional Medical Center Ratings,1912 Alabama Highway 157,Cullman,AL,35058,(256) 737-2000,Acute Care Hospitals,YES,10% worse,10.0,worse,12.1,14.8,13.1,22.5,2,0,150,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients; Rooms were often quiet at night,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Cullman-County-AL.htm,2025-10-18T16:59:34.859716+00:00
AL,Dale,Dale Medical Center,Ozark,1h 59m,119.0,https://www.hospitalstats.org/hospital-ratings/dale-medical-center-ozark-al.htm,Dale Medical Center Ratings,126 Hospital Ave,Ozark,AL,36360,(334) 774-2601,Acute Care Hospitals,YES,4% worse,4.0,worse,,,12.7,18.6,1,0,119,VERY GOOD,Nurses usually take time to communicate well,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it,https://www.hospitalstats.org/ER-Wait-Time/Dale-County-AL.htm,2025-10-18T16:59:36.787817+00:00
AL,Dallas,Vaughan Regional Medical Center Parkway Campus,Selma,3h 29m,209.0,https://www.hospitalstats.org/hospital-ratings/vaughan-regional-medical-center-parkway-campus-selma-al.htm,Vaughan Regional Medical Center Parkway Campus Ratings,1015 Medical Center Parkway,Selma,AL,36701,(334) 418-4100,Acute Care Hospitals,YES,10% worse,10.0,worse,,15.4,11.1,22.2,1,1,209,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Dallas-County-AL.htm,2025-10-18T16:59:38.651782+00:00
AL,De Kalb,Dekalb Regional Medical Center,Fort Payne,2h 40m,160.0,https://www.hospitalstats.org/hospital-ratings/dekalb-regional-medical-center-fort-payne-al.htm,Dekalb Regional Medical Center Ratings,200 Med Center Drive,Fort Payne,AL,35968,(256) 845-3150,Acute Care Hospitals,YES,14% worse,14.0,worse,13.8,,13.6,22.0,1,0,160,AVERAGE,Nurses usually take time to communicate well; Doctors usually communicate well with patients,Staff doesn't respond quickly when patients need help; Patients often don't receive help when they request it; Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/De-Kalb-County-AL.htm,2025-10-18T16:59:40.566036+00:00
AL,Elmore,Community Hospital Inc,Tallassee,1h 40m,100.0,https://www.hospitalstats.org/hospital-ratings/community-hospital-inc-tallassee-al.htm,Community Hospital Inc Ratings,805 Friendship Road,Tallassee,AL,36078,(334) 283-6541,Acute Care Hospitals,YES,,,,,,,,0,0,100,POOR,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Elmore-County-AL.htm,2025-10-18T16:59:43.572961+00:00
AL,Elmore,Elmore Community Hospital,Wetumpka,1h 51m,111.0,https://www.hospitalstats.org/hospital-ratings/elmore-community-hospital-wetumpka-al.htm,Elmore Community Hospital Ratings,500 Hospital Drive,Wetumpka,AL,36092,(334) 567-4311,Acute Care Hospitals,YES,,,,,,,,0,0,111,AVERAGE,Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Elmore-County-AL.htm,2025-10-18T16:59:43.572961+00:00
AL,Escambia,D W Mcmillan Memorial Hospital,Brewton,2h 6m,126.0,https://www.hospitalstats.org/hospital-ratings/d-w-mcmillan-memorial-hospital-brewton-al.htm,D W Mcmillan Memorial Hospital Ratings,1301 Belleville Avenue,Brewton,AL,36426,(251) 867-8061,Acute Care Hospitals,YES,12% worse,12.0,worse,,,11.6,22.3,1,0,126,AVERAGE,Nurses usually respond quickly when patients need help; Nurses usually take time to communicate well; Patients usually receive help when they request it; Rooms were often quiet at night,Facilities are sometimes dirty,https://www.hospitalstats.org/ER-Wait-Time/Escambia-County-AL.htm,2025-10-18T16:59:46.512754+00:00
AL,Escambia,Atmore Community Hospital,Atmore,2h 13m,133.0,https://www.hospitalstats.org/hospital-ratings/atmore-community-hospital-atmore-al.htm,Atmore Community Hospital Ratings,401 Medical Park Drive,Atmore,AL,36502,(251) 368-2500,Acute Care Hospitals,YES,1% better,1.0,better,,,10.4,19.2,1,0,133,VERY GOOD,Nurses usually respond quickly when patients need help; Patients usually receive help when they request it; Rooms and facilities are usually clean; Rooms were often quiet at night,,https://www.hospitalstats.org/ER-Wait-Time/Escambia-County-AL.htm,2025-10-18T16:59:46.512754+00:00
